[18066:18066:1229/170546.888761:INFO:CONSOLE(29)] "Widget </footer/history/scrollbox> ("@marketfront/VisibilityLoaderMarket") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170546.893308:INFO:CONSOLE(29)] "Widget </footer> ("@MarketNode/Footer") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170546.927081:INFO:CONSOLE(29)] "Widget </rootIdleManager/rootIdleManager-YaPlusMediaWidget/yandexPlusPromo> ("@marketfront/YandexPlusPromo") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170546.942425:INFO:CONSOLE(29)] "Widget </rootIdleManager/rootIdleManager-CommonEcommerce> ("@marketfront/CommonEcommerce") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170546.949775:INFO:CONSOLE(29)] "Widget </rootIdleManager/rootIdleManager-CartUpsalePopup/lazyContent/content> ("@yandex-market/mandrel/LazyLoader-market") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170546.952718:INFO:CONSOLE(29)] "Widget </rootIdleManager/rootIdleManager-CartUpsalePopup/lazyContent> ("@market/CartUpsalePopupContentLoader") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170546.957877:INFO:CONSOLE(29)] "Widget </rootIdleManager> ("@marketfront/RootIdleManager") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170547.180990:INFO:CONSOLE(71)] "spooky", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (71)
[18066:18066:1229/170547.188330:INFO:CONSOLE(29)] "Widget </content/productRatingStat> ("@MarketNode/ProductRatingStat") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170547.189657:INFO:CONSOLE(29)] "Widget </content/reviewsPhotoFilter> ("@MarketNode/ReviewsPhotoFilter") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170547.195904:INFO:CONSOLE(29)] "Widget </content/reviewsToolbar/reviewSummaryDescription> ("@market/ReviewSummaryDescription") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170547.204422:INFO:CONSOLE(29)] "Widget </content/reviewsToolbar/ugcMediaGallery> ("@MarketNode/UgcMediaGallery") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170547.211403:INFO:CONSOLE(29)] "Widget </content/reviewsToolbar> ("@MarketNode/ReviewsToolbar") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170547.261265:INFO:CONSOLE(29)] "Widget </content/productReviewsList> ("@MarketNode/ProductReviewsList") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170547.265238:INFO:CONSOLE(29)] "Widget </content/paginator> ("@MarketNode/ProductReviewsPaginator") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170547.294854:INFO:CONSOLE(29)] "Widget </content/productCardTitle/productStickyCard> ("@MarketNode/StickyProductCard") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170547.302639:INFO:CONSOLE(29)] "Widget </content/productCardTitle> ("@MarketNode/ProductCardTitle") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170547.304996:INFO:CONSOLE(29)] "Widget </content/legalInfo> ("@MarketNode/LegalInfo") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170547.309404:INFO:CONSOLE(29)] "Widget </content/offerModifications> ("@MarketNode/OfferModifications") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170547.345358:INFO:CONSOLE(29)] "Widget </content/topOffers> ("@MarketNode/TopOffers") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170547.349921:INFO:CONSOLE(29)] "Widget </content/offerDetailsPopup> ("@MarketNode/OfferDetailsPopup") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170547.355984:INFO:CONSOLE(29)] "Widget </content/complainFormPopup> ("@MarketNode/ComplainFormPopup") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170547.358448:INFO:CONSOLE(29)] "Widget </content/video> ("@MarketNode/ProductVideo") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170547.363548:INFO:CONSOLE(29)] "Widget </content/liveAnnouncementPopup> ("@market/LiveAnnouncementPopup") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170547.366564:INFO:CONSOLE(29)] "Widget </content/telemostButton/voiceConsultationPopup> ("@MarketNode/VoiceConsultationPopup") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170547.369039:INFO:CONSOLE(29)] "Widget </content/telemostButton> ("@market/TelemostButton") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
